sample,date,time,ID,neo_nmol_SG,datetime1,group,sex,age,max_t,min_t,rain,mean_max_t_days15
66,8/24/21,11:33:00,MIS,558.7492402,2021-08-24T11:33:00Z,Mesas,F,2.3,26.07104167,25.54354167,0.164583333,26.66460286
67,8/24/21,13:25:00,MAN,709.3149207,2021-08-24T13:25:00Z,Mesas,M,5.6,26.07104167,25.54354167,0.164583333,26.66460286
68,9/22/21,12:22:00,MOZ,484.0107528,2021-09-22T12:22:00Z,Mesas,M,11.7,27.96833333,27.47479167,0.00625,26.81895833
70,10/21/21,11:30:00,TUA,1022.513045,2021-10-21T11:30:00Z,Tenori,M,0.6,27.31739583,26.7871875,0.004166667,26.80275391
71,10/21/21,14:10:00,TAN,2662.754059,2021-10-21T14:10:00Z,Tenori,F,4.8,27.31739583,26.7871875,0.004166667,26.80275391
73,10/22/21,10:26:00,TRU,630.1173728,2021-10-22T10:26:00Z,Tenori,F,14.8,27.07770833,26.595625,0.002083333,26.79886068
75,10/27/21,11:00:00,MOZ,577.4494978,2021-10-27T11:00:00Z,Mesas,M,11.8,27.25260417,26.7315625,0.002083333,26.86626302
77,10/28/21,8:05:00,MIS,1263.848322,2021-10-28T08:05:00Z,Mesas,F,2.5,27.5465625,27.010625,0,26.88710938
79,11/3/21,14:50:00,PED,1228.615953,2021-11-03T14:50:00Z,Tenori,M,11.4,25.81979167,25.29072917,0.127083333,26.85784505
82,11/5/21,10:24:00,PED,421.6140185,2021-11-05T10:24:00Z,Tenori,M,11.4,26.85229167,26.34020833,0.00625,26.84067708
87,11/8/21,10:22:00,THO,678.1685925,2021-11-08T10:22:00Z,Tenori,M,1.9,27.79635417,27.30479167,0,26.92212891
88,11/8/21,10:34:00,PED,244.1171566,2021-11-08T10:34:00Z,Tenori,M,11.4,27.79635417,27.30479167,0,26.92212891
91,11/10/21,13:29:00,TER,723.0627255,2021-11-10T13:29:00Z,Tenori,F,5.8,26.661875,26.08989583,0,26.8701888
95,11/10/21,8:02:00,TRU,725.4254485,2021-11-10T08:02:00Z,Tenori,F,14.9,26.661875,26.08989583,0,26.8701888
96,11/11/21,9:54:00,PED,456.590426,2021-11-11T09:54:00Z,Tenori,M,11.4,27.1109375,26.4865625,0,26.85533203
97,11/11/21,11:53:00,TAM,431.9729373,2021-11-11T11:53:00Z,Tenori,F,7.8,27.1109375,26.4865625,0,26.85533203
98,11/11/21,12:07:00,TOT,534.4543922,2021-11-11T12:07:00Z,Tenori,F,7.8,27.1109375,26.4865625,0,26.85533203
103,11/12/21,6:12:00,TET,1697.838839,2021-11-12T06:12:00Z,Tenori,F,33.9,27.6384375,27.10302083,0,26.87944661
104,11/12/21,7:55:00,TIN,4580.569358,2021-11-12T07:55:00Z,Tenori,M,2.1,27.6384375,27.10302083,0,26.87944661
105,11/12/21,8:50:00,PED,225.6226722,2021-11-12T08:50:00Z,Tenori,M,11.4,27.6384375,27.10302083,0,26.87944661
109,11/13/21,7:55:00,TAB,889.0365697,2021-11-13T07:55:00Z,Tenori,F,4.9,27.74885417,27.220625,0,26.89208984
111,11/13/21,11:31:00,TAM,326.5503905,2021-11-13T11:31:00Z,Tenori,F,7.9,27.74885417,27.220625,0,26.89208984
116,11/15/21,6:22:00,TUA,3880.98098,2021-11-15T06:22:00Z,Tenori,M,0.7,27.29552083,26.8040625,0,27.01877604
117,11/15/21,6:48:00,TIN,2453.360216,2021-11-15T06:48:00Z,Tenori,M,2.1,27.29552083,26.8040625,0,27.01877604
120,11/15/21,13:58:00,TAM,357.5934911,2021-11-15T13:58:00Z,Tenori,F,7.9,27.29552083,26.8040625,0,27.01877604
124,11/17/21,15:29:00,PED,311.7462414,2021-11-17T15:29:00Z,Tenori,M,11.4,27.0284375,26.46760417,0,27.11908203
133,11/18/21,9:55:00,THO,237.4571347,2021-11-18T09:55:00Z,Tenori,M,2,27.15395833,26.56375,0,27.14721354
134,11/18/21,10:01:00,TEN,819.6248133,2021-11-18T10:01:00Z,Tenori,M,4.4,27.15395833,26.56375,0,27.14721354
135,11/18/21,10:10:00,TER,535.3513335,2021-11-18T10:10:00Z,Tenori,F,5.9,27.15395833,26.56375,0,27.14721354
136,11/18/21,14:16:00,TIN,1547.447962,2021-11-18T14:16:00Z,Tenori,M,2.1,27.15395833,26.56375,0,27.14721354
137,11/19/21,8:52:00,PUC,1726.611941,2021-11-19T08:52:00Z,Palmas,M,4.4,26.95895833,26.34791667,0,27.21841146
138,11/19/21,9:36:00,TIN,1543.513319,2021-11-19T09:36:00Z,Tenori,M,2.1,26.95895833,26.34791667,0,27.21841146
139,11/19/21,10:40:00,TAM,531.9270397,2021-11-19T10:40:00Z,Tenori,F,7.9,26.95895833,26.34791667,0,27.21841146
140,11/19/21,12:20:00,PED,321.206785,2021-11-19T12:20:00Z,Tenori,M,11.4,26.95895833,26.34791667,0,27.21841146
141,11/19/21,13:10:00,TET,2068.77245,2021-11-19T13:10:00Z,Tenori,F,33.9,26.95895833,26.34791667,0,27.21841146
142,11/22/21,13:29:00,PAL,1024.599456,2021-11-22T13:29:00Z,Palmas,M,24.4,27.1140625,26.59260417,0,27.3209375
143,11/22/21,12:55:00,PAL,882.6160189,2021-11-22T12:55:00Z,Palmas,M,24.4,27.1140625,26.59260417,0,27.3209375
144,11/22/21,13:10:00,THO,481.2626659,2021-11-22T13:10:00Z,Tenori,M,2,27.1140625,26.59260417,0,27.3209375
145,11/22/21,14:22:00,PUC,736.8307988,2021-11-22T14:22:00Z,Palmas,M,4.4,27.1140625,26.59260417,0,27.3209375
146,11/22/21,15:19:00,PED,394.5573657,2021-11-22T15:19:00Z,Tenori,M,11.4,27.1140625,26.59260417,0,27.3209375
149,11/22/21,16:25:00,TEN,365.2938502,2021-11-22T16:25:00Z,Tenori,M,4.4,27.1140625,26.59260417,0,27.3209375
150,11/29/21,15:52:00,TIN,740.0882294,2021-11-29T15:52:00Z,Tenori,M,2.2,26.26052083,25.72270833,0,27.29281901
151,11/29/21,16:22:00,PAL,1709.673302,2021-11-29T16:22:00Z,Palmas,M,24.4,26.26052083,25.72270833,0,27.29281901
155,11/30/21,10:08:00,TAN,1064.499361,2021-11-30T10:08:00Z,Tenori,F,4.9,26.9784375,26.46552083,0,27.23315104
158,12/13/21,15:23:00,PED,294.1451134,2021-12-13T15:23:00Z,Tenori,M,11.5,27.87479167,27.30125,0,27.91466146
159,1/17/22,16:20:00,TES,1053.457878,2022-01-17T16:20:00Z,Tenori,F,18,28.9965625,28.49572917,0,28.36505208
160,1/24/22,17:11:00,MUL,669.7435223,2022-01-24T17:11:00Z,Mesas,F,11.1,28.94947917,28.45052083,0,28.55413411
161,2/1/22,15:07:00,MYK,1383.745655,2022-02-01T15:07:00Z,Mesas,M,1,28.388125,27.8075,0,28.6086849
163,2/2/22,7:33:00,MIS,368.5847858,2022-02-02T07:33:00Z,Mesas,F,2.8,28.393125,27.73489583,0,28.57097005
166,2/2/22,9:18:00,MUL,559.283064,2022-02-02T09:18:00Z,Mesas,F,11.1,28.393125,27.73489583,0,28.57097005
169,2/2/22,17:47:00,MAY,2460.845482,2022-02-02T17:47:00Z,Mesas,F,3.1,28.393125,27.73489583,0,28.57097005
170,2/3/22,12:13:00,MAN,1136.770888,2022-02-03T12:13:00Z,Mesas,M,6.1,29.06145833,28.5059375,0,28.66565104
174,2/21/22,17:00:00,TER,2078.07606,2022-02-21T17:00:00Z,Tenori,F,6.1,29.25166667,28.7284375,0,29.08483724
175,2/22/22,10:06:00,TES,792.2766107,2022-02-22T10:06:00Z,Tenori,F,18.1,29.34822917,28.835,0,29.11328776
177,2/23/22,15:19:00,TRU,974.6976872,2022-02-23T15:19:00Z,Tenori,F,15.1,29.15322917,28.64697917,0,29.13182943
178,3/2/22,13:26:00,MAU,662.3685415,2022-03-02T13:26:00Z,Mesas,M,7.2,29.21104167,28.68760417,0,29.20659505
180,3/10/22,12:20:00,MOZ,396.3076917,2022-03-10T12:20:00Z,Mesas,M,12.2,29.98395833,29.38520833,0,29.43665365
181,3/10/22,15:20:00,MIS,604.8868666,2022-03-10T15:20:00Z,Mesas,F,2.9,29.98395833,29.38520833,0,29.43665365
182,3/10/22,15:40:00,MAN,968.1373254,2022-03-10T15:40:00Z,Mesas,M,6.2,29.98395833,29.38520833,0,29.43665365
184,3/11/22,12:00:00,MAN,1324.454281,2022-03-11T12:00:00Z,Mesas,M,6.2,30.11875,29.49697917,0,29.4969987
185,3/11/22,12:01:00,MAN,1455.217302,2022-03-11T12:01:00Z,Mesas,M,6.2,30.11875,29.49697917,0,29.4969987
187,3/14/22,13:03:00,MAN,1544.803882,2022-03-14T13:03:00Z,Mesas,M,6.2,30.0925,29.545625,0,29.59992839
188,3/15/22,13:58:00,MAY,294.0958373,2022-03-15T13:58:00Z,Mesas,F,3.2,30.66322917,30.1246875,0,29.7096224
189,3/15/22,14:10:00,MOZ,266.8400272,2022-03-15T14:10:00Z,Mesas,M,12.2,30.66322917,30.1246875,0,29.7096224
191,3/16/22,14:45:00,MOZ,475.7875503,2022-03-16T14:45:00Z,Mesas,M,12.2,30.30822917,29.76989583,0,29.7734375
192,3/16/22,17:30:00,MOS,1255.717775,2022-03-16T17:30:00Z,Mesas,M,9.2,30.30822917,29.76989583,0,29.7734375
193,3/17/22,12:30:00,PAL,2468.072634,2022-03-17T12:30:00Z,Palmas,M,24.7,30.83520833,30.22770833,0,29.86656901
194,3/17/22,15:50:00,THO,1956.450452,2022-03-17T15:50:00Z,Tenori,M,2.3,30.83520833,30.22770833,0,29.86656901
195,3/22/22,17:09:00,TER,1630.973779,2022-03-22T17:09:00Z,Tenori,F,6.2,30.36666667,29.840625,0,30.13852214
196,3/25/22,8:06:00,THO,2662.548742,2022-03-25T08:06:00Z,Tenori,M,2.3,30.25125,29.716875,0,30.15340495
198,3/28/22,14:55:00,MAN,1653.211172,2022-03-28T14:55:00Z,Mesas,M,6.2,30.44635417,29.91958333,0,30.20548177
199,3/29/22,10:08:00,MOS,373.506726,2022-03-29T10:08:00Z,Mesas,M,9.2,30.88791667,30.31677083,0,30.30003255
200,3/29/22,10:16:00,MAU,944.2619104,2022-03-29T10:16:00Z,Mesas,M,7.2,30.88791667,30.31677083,0,30.30003255
201,4/4/22,11:42:00,MAU,1393.033676,2022-04-04T11:42:00Z,Mesas,M,7.2,29.709375,29.0025,0,30.40654297
207,4/14/22,16:48:00,MOS,1207.966945,2022-04-14T16:48:00Z,Mesas,M,9.3,30.46989583,29.92375,0,30.41885417
208,4/15/22,12:06:00,MOZ,485.348471,2022-04-15T12:06:00Z,Mesas,M,12.3,30.80385417,30.26916667,0,30.39878906
209,4/15/22,12:50:00,MAU,595.8529258,2022-04-15T12:50:00Z,Mesas,M,7.3,30.80385417,30.26916667,0,30.39878906
210,4/19/22,7:52:00,MOZ,1441.179266,2022-04-19T07:52:00Z,Mesas,M,12.3,30.1215625,29.44708333,0,30.20807292
211,4/19/22,10:16:00,MAY,731.2975101,2022-04-19T10:16:00Z,Mesas,F,3.3,30.1215625,29.44708333,0,30.20807292
212,4/19/22,10:36:00,MUL,1241.414036,2022-04-19T10:36:00Z,Mesas,F,11.3,30.1215625,29.44708333,0,30.20807292
213,4/20/22,10:52:00,TIN,2758.637022,2022-04-20T10:52:00Z,Tenori,M,2.5,29.62270833,28.89302083,0,30.20265625
214,4/25/22,11:26:00,TRU,476.3145302,2022-04-25T11:26:00Z,Tenori,F,15.3,26.71072917,26.08041667,0.075,29.30828776
216,4/25/22,14:33:00,PED,1164.294294,2022-04-25T14:33:00Z,Tenori,M,11.8,26.71072917,26.08041667,0.075,29.30828776
220,5/2/22,12:41:00,PAL,1018.254188,2022-05-02T12:41:00Z,Palmas,M,24.9,29.7865625,29.21958333,0,28.72028646
221,5/2/22,12:42:00,TAN,1562.871763,2022-05-02T12:42:00Z,Tenori,F,5.3,29.7865625,29.21958333,0,28.72028646
222,5/2/22,12:42:00,TEN,2037.655542,2022-05-02T12:42:00Z,Tenori,M,4.8,29.7865625,29.21958333,0,28.72028646
223,5/2/22,13:35:00,MOS,554.7968911,2022-05-02T13:35:00Z,Mesas,M,9.3,29.7865625,29.21958333,0,28.72028646
226,5/3/22,10:06:00,MUL,1440.913562,2022-05-03T10:06:00Z,Mesas,F,11.3,29.15395833,28.52114583,0.020833333,28.64045573
227,5/3/22,11:25:00,MAN,1491.051934,2022-05-03T11:25:00Z,Mesas,M,6.3,29.15395833,28.52114583,0.020833333,28.64045573
228,5/3/22,10:58:00,MAU,594.8850036,2022-05-03T10:58:00Z,Mesas,M,7.3,29.15395833,28.52114583,0.020833333,28.64045573
229,5/4/22,13:21:00,TAM,426.6483873,2022-05-04T13:21:00Z,Tenori,F,8.3,27.38645833,26.79854167,0.50625,28.48541016
230,5/5/22,7:39:00,TEN,1676.699418,2022-05-05T07:39:00Z,Tenori,M,4.9,27.03239583,26.5184375,0.002083333,28.29233724
232,5/5/22,10:56:00,PAL,2188.84858,2022-05-05T10:56:00Z,Palmas,M,24.9,27.03239583,26.5184375,0.002083333,28.29233724
233,5/5/22,11:17:00,PEQ,924.5593156,2022-05-05T11:17:00Z,Palmas,M,8.8,27.03239583,26.5184375,0.002083333,28.29233724
236,5/6/22,8:15:00,TER,425.498613,2022-05-06T08:15:00Z,Tenori,F,6.3,28.38416667,27.87677083,0,28.21492839
237,5/6/22,8:15:00,TAN,1190.673401,2022-05-06T08:15:00Z,Tenori,F,5.3,28.38416667,27.87677083,0,28.21492839
238,5/6/22,8:26:00,PED,1505.506239,2022-05-06T08:26:00Z,Tenori,M,11.9,28.38416667,27.87677083,0,28.21492839
239,5/9/22,13:13:00,PAL,731.7492071,2022-05-09T13:13:00Z,Palmas,M,24.9,28.0321875,27.47166667,0.2,28.3023763
240,5/25/22,13:07:00,MUS,2947.323195,2022-05-25T13:07:00Z,Mesas,F,4.2,26.2196875,25.78770833,0.002083333,27.55828125
241,5/25/22,17:07:00,MAN,592.6265183,2022-05-25T17:07:00Z,Mesas,M,6.4,26.2196875,25.78770833,0.002083333,27.55828125
242,5/27/22,8:31:00,MUS,404.5398703,2022-05-27T08:31:00Z,Mesas,F,4.2,27.165625,26.64864583,0.24375,27.29013021
244,5/27/22,10:47:00,MIL,485.7851115,2022-05-27T10:47:00Z,Mesas,F,5.4,27.165625,26.64864583,0.24375,27.29013021
246,6/2/22,10:54:00,PEQ,1085.913147,2022-06-02T10:54:00Z,Palmas,M,8.9,25.8225,25.34416667,0.025,26.54348958
248,6/7/22,8:40:00,MAN,1448.140715,2022-06-07T08:40:00Z,Mesas,M,6.4,25.37375,24.97916667,0.21875,26.25608073
250,6/7/22,11:20:00,MAU,642.8939462,2022-06-07T11:20:00Z,Mesas,M,7.4,25.37375,24.97916667,0.21875,26.25608073
253,6/10/22,11:36:00,MAN,438.1461302,2022-06-10T11:36:00Z,Mesas,M,6.4,26.36552083,25.87135417,0.033333333,26.16462891
255,6/28/22,7:50:00,TUA,1480.662902,2022-06-28T07:50:00Z,Tenori,M,1.3,26.22947917,25.728125,0.108333333,25.9125651
256,6/28/22,11:06:00,PUC,685.021927,2022-06-28T11:06:00Z,Palmas,M,5,26.22947917,25.728125,0.108333333,25.9125651
260,7/6/22,7:49:00,MYK,773.6925038,2022-07-06T07:49:00Z,Mesas,M,1.5,26.1678125,25.6278125,0.0125,26.52388672
261,7/6/22,10:21:00,MUL,372.3790409,2022-07-06T10:21:00Z,Mesas,F,11.5,26.1678125,25.6278125,0.0125,26.52388672
262,7/6/22,10:27:00,MAN,501.383716,2022-07-06T10:27:00Z,Mesas,M,6.5,26.1678125,25.6278125,0.0125,26.52388672
265,7/7/22,9:35:00,MAU,661.7361657,2022-07-07T09:35:00Z,Mesas,M,7.5,28.623125,28.11541667,0,26.69044271
268,7/14/22,13:30:00,PIN,753.7448891,2022-07-14T13:30:00Z,Palmas,M,15,26.82677083,26.34239583,0.025,26.8580013
269,7/19/22,15:19:00,PUC,1143.47106,2022-07-19T15:19:00Z,Palmas,M,5.1,27.43604167,26.93,0.041666667,27.24307943
270,7/28/22,18:01:00,PES,1998.909974,2022-07-28T18:01:00Z,Palmas,M,10.1,26.34385417,25.883125,0.002083333,26.96722005
272,8/1/22,9:25:00,MYK,567.1508052,2022-08-01T09:25:00Z,Mesas,M,1.5,28.26989583,27.73072917,0,27.24295573
277,8/1/22,14:15:00,MUL,998.541879,2022-08-01T14:15:00Z,Mesas,F,11.6,28.26989583,27.73072917,0,27.24295573
278,8/2/22,14:32:00,MEZ,1207.432919,2022-08-02T14:32:00Z,Mesas,F,20.6,25.73802083,25.31604167,0.38125,27.09677734
280,8/3/22,9:58:00,MEZ,1113.433207,2022-08-03T09:58:00Z,Mesas,F,20.6,25.21072917,24.79229167,0.010416667,26.93611979
281,8/3/22,10:49:00,MYK,606.8682604,2022-08-03T10:49:00Z,Mesas,M,1.5,25.21072917,24.79229167,0.010416667,26.93611979
282,8/4/22,13:58:00,MOZ,635.4664167,2022-08-04T13:58:00Z,Mesas,M,12.6,26.4984375,26.0078125,0.002083333,26.87751953
285,8/5/22,9:45:00,MUL,488.4219748,2022-08-05T09:45:00Z,Mesas,F,11.6,27.74854167,27.24802083,0,26.94461589
286,8/5/22,11:17:00,MYK,459.6017396,2022-08-05T11:17:00Z,Mesas,M,1.5,27.74854167,27.24802083,0,26.94461589
287,8/5/22,11:30:00,MEZ,590.3213059,2022-08-05T11:30:00Z,Mesas,F,20.6,27.74854167,27.24802083,0,26.94461589
289,8/5/22,13:00:00,MUS,277.4990954,2022-08-05T13:00:00Z,Mesas,F,4.4,27.74854167,27.24802083,0,26.94461589
290,8/15/22,14:00:00,TAM,685.8266746,2022-08-15T14:00:00Z,Tenori,F,8.6,NA,NA,NA,27.11558211
292,8/17/22,12:58:00,PES,874.2596237,2022-08-17T12:58:00Z,Palmas,M,10.1,NA,NA,NA,26.84472398
293,8/17/22,14:02:00,TIN,1873.413479,2022-08-17T14:02:00Z,Tenori,M,2.9,NA,NA,NA,26.84472398
294,8/17/22,14:17:00,THO,1268.623405,2022-08-17T14:17:00Z,Tenori,M,2.7,NA,NA,NA,26.84472398
296,8/18/22,5:53:00,TAB,2694.078267,2022-08-18T05:53:00Z,Tenori,F,5.6,30.78123077,30.31076923,0,27.18189013
300,8/22/22,14:46:00,TEN,1509.730935,2022-08-22T14:46:00Z,Tenori,M,5.2,27.4090625,26.888125,0.258333333,27.65482309
301,8/22/22,15:43:00,TAB,2238.645964,2022-08-22T15:43:00Z,Tenori,F,5.6,27.4090625,26.888125,0.258333333,27.65482309
302,8/22/22,16:47:00,THO,341.893597,2022-08-22T16:47:00Z,Tenori,M,2.7,27.4090625,26.888125,0.258333333,27.65482309
305,8/30/22,10:06:00,MAU,434.3240783,2022-08-30T10:06:00Z,Mesas,M,7.6,25.97739583,25.5025,0.002083333,27.00650823
306,8/30/22,15:42:00,MUL,409.9150651,2022-08-30T15:42:00Z,Mesas,F,11.7,25.97739583,25.5025,0.002083333,27.00650823
308,8/31/22,5:27:00,MOS,429.9093018,2022-08-31T05:27:00Z,Mesas,M,9.7,26.02697917,25.52260417,0.379166667,26.92748739
309,8/31/22,8:49:00,MAY,342.3470794,2022-08-31T08:49:00Z,Mesas,F,3.7,26.02697917,25.52260417,0.379166667,26.92748739
310,8/31/22,10:07:00,MAN,730.394116,2022-08-31T10:07:00Z,Mesas,M,6.7,26.02697917,25.52260417,0.379166667,26.92748739
311,9/1/22,8:42:00,MYK,1038.021835,2022-09-01T08:42:00Z,Mesas,M,1.6,26.165625,25.6865625,0.047916667,26.87061431
312,9/1/22,9:03:00,MOZ,334.9507292,2022-09-01T09:03:00Z,Mesas,M,12.7,26.165625,25.6865625,0.047916667,26.87061431
313,9/1/22,10:58:00,MAY,306.3175122,2022-09-01T10:58:00Z,Mesas,F,3.7,26.165625,25.6865625,0.047916667,26.87061431
319,9/2/22,15:22:00,MAU,326.1897921,2022-09-02T15:22:00Z,Mesas,M,7.7,26.22041667,25.68260417,0.016666667,26.82544863
320,9/2/22,15:52:00,MAN,710.3688805,2022-09-02T15:52:00Z,Mesas,M,6.7,26.22041667,25.68260417,0.016666667,26.82544863
321,9/2/22,16:33:00,MEZ,281.0787499,2022-09-02T16:33:00Z,Mesas,F,20.7,26.22041667,25.68260417,0.016666667,26.82544863
325,9/7/22,15:32:00,TAN,1542.678249,2022-09-07T15:32:00Z,Tenori,F,5.7,26.82,26.27385417,0.452083333,26.3255414
326,9/8/22,12:39:00,PEN,1902.289826,2022-09-08T12:39:00Z,Palmas,F,20.2,26.41677083,25.9409375,0.152083333,26.39150035
327,9/9/22,10:42:00,TEN,322.0688473,2022-09-09T10:42:00Z,Tenori,M,5.2,25.91447917,25.3996875,0.414583333,26.43750885
328,9/9/22,11:57:00,TER,610.0287412,2022-09-09T11:57:00Z,Tenori,F,6.7,25.91447917,25.3996875,0.414583333,26.43750885
329,9/9/22,12:37:00,TOT,568.0958944,2022-09-09T12:37:00Z,Tenori,F,8.7,25.91447917,25.3996875,0.414583333,26.43750885
330,9/12/22,14:46:00,MEZ,308.1577594,2022-09-12T14:46:00Z,Mesas,F,20.7,26.03041667,25.51854167,0.047916667,26.37391276
331,9/13/22,12:03:00,MUL,126.4056797,2022-09-13T12:03:00Z,Mesas,F,11.7,25.33875,24.884375,0.252083333,26.29827474
332,9/13/22,5:20:00,MOZ,466.3771953,2022-09-13T05:20:00Z,Mesas,M,12.7,25.33875,24.884375,0.252083333,26.29827474
333,9/13/22,10:46:00,MAN,458.8489112,2022-09-13T10:46:00Z,Mesas,M,6.7,25.33875,24.884375,0.252083333,26.29827474
334,9/14/22,5:36:00,MOZ,442.0984793,2022-09-14T05:36:00Z,Mesas,M,12.7,25.543125,25.0715625,0.158333333,26.29204427
335,9/14/22,9:21:00,MON,202.6744986,2022-09-14T09:21:00Z,Mesas,F,4.6,25.543125,25.0715625,0.158333333,26.29204427
336,9/14/22,15:46:00,MON,367.1393553,2022-09-14T15:46:00Z,Mesas,F,4.6,25.543125,25.0715625,0.158333333,26.29204427
337,9/14/22,17:00:00,MIL,949.2587055,2022-09-14T17:00:00Z,Mesas,F,5.7,25.543125,25.0715625,0.158333333,26.29204427
338,9/15/22,9:47:00,THO,842.2213978,2022-09-15T09:47:00Z,Tenori,M,2.8,26.023125,25.53354167,0.014583333,26.29490234
339,9/15/22,9:17:00,MOS,732.1598408,2022-09-15T09:17:00Z,Mesas,M,9.7,26.023125,25.53354167,0.014583333,26.29490234
340,9/15/22,12:21:00,TAN,1026.556809,2022-09-15T12:21:00Z,Tenori,F,5.7,26.023125,25.53354167,0.014583333,26.29490234
342,9/20/22,11:43:00,THO,967.8100087,2022-09-20T11:43:00Z,Tenori,M,2.8,25.7996875,25.31510417,0.154166667,26.10553385
343,9/20/22,12:50:00,TOT,516.180688,2022-09-20T12:50:00Z,Tenori,F,8.7,25.7996875,25.31510417,0.154166667,26.10553385
345,9/20/22,13:23:00,TER,352.9847124,2022-09-20T13:23:00Z,Tenori,F,6.7,25.7996875,25.31510417,0.154166667,26.10553385
347,9/22/22,9:10:00,TES,907.2266638,2022-09-22T09:10:00Z,Tenori,F,18.7,25.45166667,24.98729167,0.079166667,26.00026693
349,9/23/22,9:51:00,TER,496.4306243,2022-09-23T09:51:00Z,Tenori,F,6.7,26.84239583,26.34052083,0,26.00166667
350,9/23/22,12:20:00,TUR,870.7428396,2022-09-23T12:20:00Z,Tenori,F,0.1,26.84239583,26.34052083,0,26.00166667
351,9/23/22,13:31:00,TRU,850.2745108,2022-09-23T13:31:00Z,Tenori,F,15.7,26.84239583,26.34052083,0,26.00166667
352,9/23/22,14:47:00,PED,782.6245581,2022-09-23T14:47:00Z,Tenori,M,12.2,26.84239583,26.34052083,0,26.00166667
353,9/28/22,9:09:00,MUL,213.1579848,2022-09-28T09:09:00Z,Mesas,F,11.7,25.94677083,25.48364583,0.425,25.8929362
354,9/28/22,10:11:00,MUL,139.1628396,2022-09-28T10:11:00Z,Mesas,F,11.7,25.94677083,25.48364583,0.425,25.8929362
355,9/28/22,10:30:00,MIS,288.4717985,2022-09-28T10:30:00Z,Mesas,F,3.4,25.94677083,25.48364583,0.425,25.8929362
356,9/28/22,13:21:00,MOZ,53.95069463,2022-09-28T13:21:00Z,Mesas,M,12.7,25.94677083,25.48364583,0.425,25.8929362
357,9/29/22,11:35:00,MAN,360.1531077,2022-09-29T11:35:00Z,Mesas,M,6.7,26.36083333,25.93177083,0.014583333,25.95681641
358,9/29/22,11:11:00,MAU,1530.349576,2022-09-29T11:11:00Z,Mesas,M,7.7,26.36083333,25.93177083,0.014583333,25.95681641
359,9/29/22,15:56:00,MYK,240.5656316,2022-09-29T15:56:00Z,Mesas,M,1.7,26.36083333,25.93177083,0.014583333,25.95681641
360,9/29/22,11:40:00,MOZ,259.2046099,2022-09-29T11:40:00Z,Mesas,M,12.7,26.36083333,25.93177083,0.014583333,25.95681641
361,9/29/22,13:00:00,MUL,175.5333981,2022-09-29T13:00:00Z,Mesas,F,11.7,26.36083333,25.93177083,0.014583333,25.95681641
363,10/3/22,15:10:00,TEN,917.6114323,2022-10-03T15:10:00Z,Tenori,M,5.3,27.39854167,26.8821875,0,26.02167318
364,10/3/22,16:03:00,TAN,1126.833553,2022-10-03T16:03:00Z,Tenori,F,5.8,27.39854167,26.8821875,0,26.02167318
365,10/3/22,16:10:00,TES,2152.734959,2022-10-03T16:10:00Z,Tenori,F,18.8,27.39854167,26.8821875,0,26.02167318
366,10/3/22,16:30:00,TUA,1859.988039,2022-10-03T16:30:00Z,Tenori,M,1.6,27.39854167,26.8821875,0,26.02167318
368,10/4/22,12:10:00,TER,383.9989473,2022-10-04T12:10:00Z,Tenori,F,6.7,28.16197917,27.61145833,0,26.19210286
369,10/5/22,11:21:00,THO,793.1800047,2022-10-05T11:21:00Z,Tenori,M,2.8,27.311875,26.80822917,0,26.29755208
371,10/6/22,10:30:00,TES,901.225937,2022-10-06T10:30:00Z,Tenori,F,18.8,26.74072917,26.2559375,0,26.35636719
372,10/6/22,9:53:00,TEN,907.0076592,2022-10-06T09:53:00Z,Tenori,M,5.3,26.74072917,26.2559375,0,26.35636719
373,10/6/22,13:26:00,MIS,253.3935177,2022-10-06T13:26:00Z,Mesas,F,3.4,26.74072917,26.2559375,0,26.35636719
374,10/6/22,13:41:00,MUL,164.8283568,2022-10-06T13:41:00Z,Mesas,F,11.8,26.74072917,26.2559375,0,26.35636719
375,10/7/22,7:22:00,TAM,1112.859016,2022-10-07T07:22:00Z,Tenori,F,8.8,26.5915625,26.04770833,0.027083333,26.37921224
376,10/7/22,9:22:00,MON,308.1819883,2022-10-07T09:22:00Z,Mesas,F,4.7,26.5915625,26.04770833,0.027083333,26.37921224
377,10/7/22,12:27:00,THO,1080.284473,2022-10-07T12:27:00Z,Tenori,M,2.8,26.5915625,26.04770833,0.027083333,26.37921224
378,10/7/22,12:08:00,PED,693.0839404,2022-10-07T12:08:00Z,Tenori,M,12.3,26.5915625,26.04770833,0.027083333,26.37921224
381,10/10/22,12:25:00,MYK,331.0319337,2022-10-10T12:25:00Z,Mesas,M,1.7,26.47677083,26.05520833,0.085416667,26.26563151
383,10/10/22,12:54:00,MIS,555.5052342,2022-10-10T12:54:00Z,Mesas,F,3.4,26.47677083,26.05520833,0.085416667,26.26563151
384,10/10/22,15:17:00,MAN,154.4393248,2022-10-10T15:17:00Z,Mesas,M,6.8,26.47677083,26.05520833,0.085416667,26.26563151
385,10/11/22,11:16:00,MAY,962.6165838,2022-10-11T11:16:00Z,Mesas,F,3.8,27.32177083,26.79947917,0.029166667,26.34749349
386,10/11/22,13:06:00,MON,469.3433392,2022-10-11T13:06:00Z,Mesas,F,4.7,27.32177083,26.79947917,0.029166667,26.34749349
